Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,0,8,0,20.42,0.0,59.0,35.75,699.1426680434784,43.75444966875
1,1,8,0,20.16,0.0,59.61,35.625,687.8691142391305,47.83012713375
1,2,8,0,20.0,0.0,59.95,36.375,667.0845893478261,45.388554021249995
1,3,8,0,19.78,0.0,60.31,35.775,668.740312826087,46.975620505
1,4,8,0,19.66,0.0,60.29,35.575,687.1021450000001,43.348341415
1,5,8,0,19.58,0.0,60.25,36.375,660.6669726086957,47.62034703125
1,6,8,0,19.5,0.0,60.28,35.55,648.0053230434783,43.75972494375
1,7,8,0,19.42,0.0,60.27,37.7,731.1731206521739,46.234883973749994
1,8,8,0,19.89,0.0,58.06,36.05,647.3219610869565,45.8208628075
1,9,8,0,20.83,0.0,53.49,37.1,683.5925192391304,46.40852844249999
1,10,8,0,20.96,0.0,52.04,36.725,685.3675336956522,46.71748371499999
1,11,8,0,20.99,0.0,53.37,36.025,726.4606090217392,45.48684997875
1,12,8,0,20.97,0.0,58.15,37.025,711.6310022826087,46.02440050124999
1,13,8,0,20.99,0.0,61.12,37.475,704.8853641304348,45.959954225
1,14,8,0,21.01,0.0,59.96,37.775,690.0745584782609,47.431843871249995
1,15,8,0,21.02,0.0,59.54,38.425,692.2406355434782,43.649911302499994
1,16,8,0,21.0,0.0,59.07,34.375,725.8514538043478,44.964158147499994
1,17,8,0,21.02,0.0,56.67,33.975,673.220957173913,44.63436553875
1,18,8,0,20.91,0.0,55.98,33.725,709.9834131521739,44.41948600375
1,19,8,0,20.67,0.0,56.92,33.2,654.7571386956522,44.3740307175
1,20,8,0,20.73,0.0,56.98,35.7,734.9992569565218,43.769660045
1,21,8,0,20.76,0.0,57.28,40.3,735.056120652174,46.7714673625
1,22,8,0,20.73,0.0,57.7,38.625,730.8269120652175,44.56174258625
1,23,8,0,20.6,0.0,58.18,37.05,727.0784357608696,42.5990765225
1,0,6,0,20.52,0.0,58.46,38.1,729.9170929347825,45.04425440625
1,1,6,0,20.44,0.0,58.79,35.525,711.9398389130436,40.7040219
1,2,6,0,20.32,0.0,59.26,37.5,705.8559990217392,44.172515212499995
1,3,6,0,20.23,0.0,59.67,37.55,736.545281847826,44.163547245
1,4,6,0,20.17,0.0,59.97,38.7,723.2114358695652,43.3407801875
1,5,6,0,20.1,0.0,60.26,36.3,711.2501459782609,41.576552385
1,6,6,0,19.99,0.0,60.82,38.85,717.2229059782609,43.1712680175
1,7,6,0,20.17,0.0,60.44,35.95,710.096565,44.2221027975
1,8,6,0,20.9,0.0,58.18,36.575,707.9854715217392,44.848277939999996
1,9,6,0,21.0,0.0,58.2,38.775,718.1933490217391,41.69718034
1,10,6,0,20.97,0.0,57.61,38.175,712.3320526086957,43.74759181125
1,11,6,0,21.03,0.0,55.5,36.95,726.0483664130435,41.352880725
1,12,6,0,21.01,0.0,51.16,37.425,716.6559956521739,44.94745311
1,13,6,0,21.02,0.0,46.36,37.325,691.0416633695653,41.43702136125
1,14,6,0,21.02,0.0,42.23,37.425,719.5965240217391,43.44215338875
1,15,6,0,21.01,0.0,38.63,36.1,724.0221080434784,39.39056634625
1,16,6,0,21.0,0.0,34.72,37.825,693.5345723913043,45.46240787125
1,17,6,0,21.02,0.0,31.22,35.9,720.9917181521739,38.23088505875
1,18,6,0,21.01,0.0,29.74,36.025,718.5390971739131,40.73734405375
1,19,6,0,21.0,0.0,28.79,35.4,734.1122677173913,40.655753133750004
1,20,6,0,20.99,0.0,27.61,36.625,730.0689980434782,41.88295794125
1,21,6,0,20.76,0.0,27.21,38.125,725.9923084782608,41.02097800625
1,22,6,0,20.34,0.0,27.39,38.175,711.0243027173913,38.6679415925
1,23,6,0,19.92,0.0,27.22,39.975,719.998560326087,40.79695466125
1,0,7,0,19.4,0.0,27.35,36.875,729.5160542391304,39.796586678749996
1,1,7,0,19.05,0.0,27.37,40.025,714.8716190217391,42.029434743749995
