Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,0,8,0,22.8,0.0,53.12,380.975,2057.1382404166666,3183.9493750624997
1,1,8,0,22.54,0.0,51.02,380.55,2024.4725029166666,3298.1045676374997
1,2,8,0,22.64,0.0,48.25,373.45,1974.8751204166665,3248.2479436124995
1,3,8,0,22.47,0.0,47.55,366.0,1973.2320524999998,3587.652982625
1,4,8,0,22.51,0.0,46.37,367.55,1994.6637120833332,3567.2534941999997
1,5,8,0,22.62,0.0,45.61,364.4,1875.811995,3515.2911562374998
1,6,8,0,22.62,0.0,45.76,367.95,1958.6474162499999,2946.0678826374997
1,7,8,0,22.77,0.0,45.54,369.42499999999995,1899.9030683333333,3340.625921775
1,8,8,0,22.66,0.0,45.76,365.35,1907.9651470833332,3802.9809159999995
1,9,8,0,22.64,0.0,45.63,366.625,1893.1856254166667,3296.6327659125
1,10,8,0,22.64,0.0,45.89,367.525,1966.446657083333,2856.9368362375
1,11,8,0,22.84,0.0,46.38,372.375,2084.4280820833333,3208.9875886375
1,12,8,0,22.93,0.0,47.9,374.7,2098.1269825,3348.8949153374997
1,13,8,0,23.03,0.0,48.64,373.125,2082.1731474999997,3429.3595641249995
1,14,8,0,22.97,0.0,49.23,378.65,2124.875704583333,3629.844632075
1,15,8,0,23.03,0.0,49.57,380.375,2119.1704891666664,3682.2738318749994
1,16,8,0,22.91,0.0,50.73,378.67499999999995,2095.2013479166667,3625.1953563749994
1,17,8,0,22.94,0.0,51.23,381.75,2112.4881991666666,3529.9775218375
1,18,8,0,23.27,0.0,50.09,379.75,2091.048155833333,3469.908844625
1,19,8,0,23.07,0.0,50.85,383.0,1980.8071383333333,2743.2344381
1,20,8,0,22.99,0.0,51.65,388.275,2169.7630375,3568.55121185
1,21,8,0,23.21,0.0,51.26,379.35,2278.5764641666665,3867.1924425125
1,22,8,0,23.1,0.0,52.02,381.1,2268.5642075,3463.9785563124997
1,23,8,0,22.97,0.0,52.85,383.5,2240.7122133333332,3580.144507875
1,0,6,0,22.94,0.0,53.49,383.625,2294.7244491666665,4063.658630125
1,1,6,0,22.86,0.0,54.85,375.95,2285.678824166667,3824.22269
1,2,6,0,22.79,0.0,55.95,375.70000000000005,2241.23450625,3741.55913075
1,3,6,0,22.82,0.0,56.1,375.15,2293.045787083333,3679.69773925
1,4,6,0,22.85,0.0,55.98,375.925,2337.2515358333335,3633.3368641249995
1,5,6,0,22.82,0.0,56.15,371.725,2240.9665204166663,3623.5749677374997
1,6,6,0,22.78,0.0,56.74,373.0,2300.463199583333,3646.7976075
1,7,6,0,22.85,0.0,56.97,372.35,2247.2027066666665,3739.070959375
1,8,6,0,22.85,0.0,56.54,374.05,2220.4925204166666,3792.3688211249996
1,9,6,0,22.82,0.0,55.66,374.0,2215.3834337499998,3629.09026775
1,10,6,0,22.81,0.0,54.05,366.775,2260.64068125,3627.3582191249993
1,11,6,0,22.87,0.0,51.55,371.57500000000005,2337.19049625,3768.858678875
1,12,6,0,22.81,0.0,48.66,374.925,2417.142937083333,3808.6254602499994
1,13,6,0,22.96,0.0,44.7,373.775,2377.1971629166665,3875.4631945
1,14,6,0,22.93,0.0,41.36,379.3,2309.4143970833334,3821.980698125
1,15,6,0,22.84,0.0,39.23,376.2,2297.2038329166667,4115.198066875
1,16,6,0,22.75,0.0,36.91,383.225,2248.67133375,4331.0007749999995
1,17,6,0,22.76,0.0,35.18,387.25,2246.7074770833333,5109.253303625
1,18,6,0,22.76,0.0,33.91,387.775,2227.71284125,4871.59337275
1,19,6,0,22.81,0.0,32.54,376.75,2220.282779583333,4907.6586695
1,20,6,0,22.82,0.0,30.89,378.45000000000005,2201.8676520833333,4208.7199005
1,21,6,0,22.75,0.0,29.43,381.7,2215.96323625,4245.523735749999
1,22,6,0,22.43,0.0,28.96,384.075,2217.9518029166666,4576.292270374999
1,23,6,0,22.3,0.0,27.39,379.625,2165.9807895833333,4631.7266185
