Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,0,8,0,19.95,0.0,61.9,24.475,629.6073903409091,1.8465220924999999
1,1,8,0,19.79,0.0,62.21,24.85,620.5310382954544,1.721278271875
1,2,8,0,19.7,0.0,62.33,26.225,621.446912840909,1.6545724195
1,3,8,0,19.55,0.0,62.5,28.75,626.3640825,1.6954558007499998
1,4,8,0,19.47,0.0,62.39,25.025,626.0296149999999,1.7399439532499998
1,5,8,0,19.42,0.0,62.28,26.2,624.2043242045453,1.5329773307499999
1,6,8,0,19.36,0.0,62.25,25.25,584.8625945454545,1.853335989375
1,7,8,0,19.89,0.0,60.15,23.85,527.5915135227272,1.770813104125
1,8,8,0,20.31,0.0,58.38,24.4,621.1443757954544,1.7459401824999998
1,9,8,0,21.0,0.0,54.11,28.275,621.8050473863635,1.75081101975
1,10,8,0,21.0,0.0,53.59,25.075,620.8292029545454,1.6992803751249999
1,11,8,0,21.08,0.0,54.55,26.725,618.4864863636362,1.750661553625
1,12,8,0,21.56,0.0,55.33,25.85,619.8887788636363,1.553814667
1,13,8,0,21.9,0.0,56.8,25.45,617.2182135227272,1.3834936215
1,14,8,0,21.55,0.0,58.77,26.05,620.6397061363635,1.7253666099999998
1,15,8,0,21.1,0.0,60.64,25.05,620.6090192045453,1.66215123125
1,16,8,0,21.07,0.0,60.46,24.375,622.6116122727273,1.647916780875
1,17,8,0,21.02,0.0,59.04,25.725,619.4173232954545,1.6889056676249998
1,18,8,0,21.03,0.0,58.22,25.325,622.2279654545454,1.704907335125
1,19,8,0,20.7,0.0,59.12,23.625,578.3750161363636,1.765889514125
1,20,8,0,20.38,0.0,60.16,24.225,618.0841064772727,1.746256699
1,21,8,0,20.23,0.0,60.68,24.7,666.1565289772727,0.8611007225
1,22,8,0,20.15,0.0,61.0,25.0,620.0096011363636,0.616503805
1,23,8,0,20.06,0.0,61.29,24.225,613.4428785227271,0.6891003811249999
1,0,6,0,20.05,0.0,61.31,24.025,617.8678939772726,0.6182270615
1,1,6,0,20.05,0.0,61.29,24.65,740.877964431818,0.6118791472499999
1,2,6,0,19.99,0.0,61.51,23.55,653.9317779545454,0.59123523775
1,3,6,0,19.94,0.0,61.74,25.2,654.0122860227272,0.5860390918749999
1,4,6,0,19.9,0.0,61.89,25.85,743.595743522727,0.57994614925
1,5,6,0,20.28,0.0,60.46,23.925,625.7898959090908,0.5880788648749999
1,6,6,0,20.48,0.0,59.65,24.15,698.4377371590908,0.6048718236249999
1,7,6,0,21.09,0.0,58.17,23.625,701.8349610227272,0.576578765375
1,8,6,0,21.1,0.0,59.33,24.55,621.034023181818,0.6025331183749999
1,9,6,0,21.15,0.0,60.29,25.125,733.3747488636362,0.6488148643749999
1,10,6,0,21.12,0.0,59.99,25.775,670.8330168181817,0.61887767875
1,11,6,0,21.44,0.0,57.61,24.075,620.0130509090908,0.59756556775
1,12,6,0,21.8,0.0,54.06,23.75,732.8837579545453,0.6341935605
1,13,6,0,21.95,0.0,49.78,24.8,658.8474634090909,0.5179264995
1,14,6,0,22.02,0.0,45.93,25.0,693.8352188636362,0.6055664015
1,15,6,0,22.11,0.0,42.92,24.05,703.1664128409091,0.6128462809999999
1,16,6,0,22.09,0.0,40.55,23.8,625.0871451136363,0.6599984473749999
1,17,6,0,21.63,0.0,38.98,23.025,777.4202436363635,0.631274575
1,18,6,0,21.22,0.0,37.03,23.825,622.4433756818181,0.642853803625
1,19,6,0,20.98,0.0,33.24,24.225,690.0695512499999,0.6364355523749999
1,20,6,0,21.06,0.0,31.09,24.425,713.7906297727271,0.54249169675
1,21,6,0,20.65,0.0,30.94,22.925,626.1332285227272,0.5481626173749999
1,22,6,0,20.09,0.0,31.15,23.825,739.0134023863635,0.5848433628749999
1,23,6,0,19.67,0.0,30.87,23.3,665.2536913636363,0.5885712238749999
1,0,7,0,19.44,0.0,30.37,25.575,625.7676328409091,0.6333495164999999
