Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,0,8,0,23.17,0.0,52.64,699.5,1249.9225994444444,278.56186350875
1,1,8,0,22.84,0.0,50.65,656.525,1414.341664722222,267.8881358375
1,2,8,0,22.75,0.0,48.49,625.825,1368.4641177777778,243.96318112999998
1,3,8,0,22.71,0.0,46.96,614.85,1387.5685758333334,220.17872458
1,4,8,0,22.66,0.0,46.09,583.75,1403.400723888889,212.30256316249998
1,5,8,0,22.73,0.0,45.53,584.875,1415.9391858333333,204.10293946624998
1,6,8,0,22.67,0.0,45.77,574.725,1319.5328266666666,192.77006618374998
1,7,8,0,22.72,0.0,45.91,586.575,1221.1218197222222,196.001435885
1,8,8,0,22.74,0.0,45.6,576.675,1302.0225558333332,200.72482919875
1,9,8,0,22.74,0.0,45.11,586.5,1292.1124730555557,207.39541443624998
1,10,8,0,22.79,0.0,45.06,622.6,1327.3812913888887,217.07545614
1,11,8,0,22.91,0.0,45.81,657.975,1312.8236694444445,244.58979587874995
1,12,8,0,23.17,0.0,46.91,703.35,1336.0216527777777,273.19101810999996
1,13,8,0,23.18,0.0,48.07,720.625,1273.543888611111,293.69609995625
1,14,8,0,23.11,0.0,48.88,730.65,1366.8269822222221,304.333779915
1,15,8,0,23.11,0.0,49.56,730.2,1315.3429127777777,302.9775067125
1,16,8,0,23.08,0.0,50.21,730.175,1239.8198375,302.39555595875
1,17,8,0,23.08,0.0,50.15,738.375,1417.589068611111,294.41318567124995
1,18,8,0,23.1,0.0,50.16,747.25,1312.7510102777776,292.6200317775
1,19,8,0,23.37,0.0,49.48,766.2,1372.9097605555553,299.35348070875
1,20,8,0,23.37,0.0,49.91,743.25,1573.71636,298.29649144125
1,21,8,0,23.54,0.0,50.16,752.9,1531.216238611111,294.8606169125
1,22,8,0,23.43,0.0,51.38,743.275,1517.5672975,293.27794649124996
1,23,8,0,23.3,0.0,52.47,729.75,1534.464525,293.83501553124995
1,0,6,0,23.38,0.0,52.78,702.0,1489.4040749999997,283.32112869249994
1,1,6,0,23.42,0.0,53.48,668.625,1675.4371341666667,262.5115755575
1,2,6,0,23.31,0.0,54.48,628.8,1589.4430002777779,235.32720426999995
1,3,6,0,23.28,0.0,54.98,621.0,1603.3845391666666,220.9807422225
1,4,6,0,23.2,0.0,55.59,584.25,1661.0259091666665,209.64690180624999
1,5,6,0,23.24,0.0,55.6,583.6,1752.3593641666664,201.41378011375
1,6,6,0,23.23,0.0,55.86,583.3,1526.9041475,203.101956035
1,7,6,0,23.14,0.0,56.65,588.875,1544.944604722222,203.13070628375
1,8,6,0,23.16,0.0,56.32,573.575,1461.622680833333,205.38553466124998
1,9,6,0,23.23,0.0,54.79,585.75,1590.1758674999999,196.588046465
1,10,6,0,23.34,0.0,52.35,639.45,1516.5840944444444,211.06384067125
1,11,6,0,23.28,0.0,50.25,661.825,1639.5835125,251.15206213625
1,12,6,0,23.25,0.0,47.23,709.7,1494.7912472222222,275.22780178749997
1,13,6,0,23.3,0.0,43.52,703.6,1584.0422963888889,292.50916308125
1,14,6,0,23.32,0.0,40.07,716.375,1512.766693611111,296.98839908375
1,15,6,0,23.27,0.0,37.67,721.425,1476.2454116666665,301.54992937625
1,16,6,0,23.02,0.0,35.34,750.975,1454.598667222222,299.84197117375
1,17,6,0,22.95,0.0,33.07,740.875,1529.358968333333,296.2831827375
1,18,6,0,23.02,0.0,31.04,741.575,1442.7900327777777,303.18385788624994
1,19,6,0,23.07,0.0,29.65,732.0,1445.9154555555554,299.85973126625
1,20,6,0,23.06,0.0,28.4,741.375,1505.2981941666667,292.1368165875
1,21,6,0,22.92,0.0,27.46,751.825,1420.425913888889,294.2303973925
1,22,6,0,22.82,0.0,26.58,759.375,1438.357823611111,296.31826331625
1,23,6,0,22.71,0.0,25.29,745.675,1422.8661244444445,292.48718276875
1,0,7,0,22.58,0.0,24.6,705.025,1365.501271111111,285.1716951625
1,1,7,0,22.52,0.0,23.82,654.925,1423.5400602777777,267.28983173125
