Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,0,8,0,22.92,0.0,54.43,102.15,997.3076742045453,7.855253744249999
1,1,8,0,22.71,0.0,51.86,100.95,996.2068757954544,6.1859633075
1,2,8,0,22.66,0.0,49.42,97.075,1004.0576359090908,6.09225683925
1,3,8,0,22.67,0.0,47.54,99.8,1025.889281931818,8.190409549249999
1,4,8,0,22.63,0.0,46.51,95.575,936.8503670454544,8.531447285874998
1,5,8,0,22.62,0.0,46.1,92.55,612.6729373863635,5.973985173749999
1,6,8,0,22.66,0.0,46.0,94.6,514.1613076136363,5.3414709091249994
1,7,8,0,22.69,0.0,46.15,94.15,569.1723462499999,4.956709934875
1,8,8,0,22.72,0.0,45.8,95.45,526.8274289772727,5.077408226874999
1,9,8,0,22.67,0.0,45.44,94.7,563.3024376136362,5.2328969575
1,10,8,0,22.71,0.0,45.45,94.325,557.4054121590908,5.5736445539999995
1,11,8,0,22.82,0.0,46.24,95.325,622.646671590909,5.747579162875
1,12,8,0,22.86,0.0,48.09,97.2,1221.2412469318178,5.635330102999999
1,13,8,0,22.88,0.0,49.33,96.625,2109.734986363636,5.97001113325
1,14,8,0,22.9,0.0,49.87,96.525,1283.2233937499998,4.043392782
1,15,8,0,22.87,0.0,50.7,98.05,1142.9433999999999,6.327463767249999
1,16,8,0,22.85,0.0,51.35,97.525,1219.866432272727,8.631273073125
1,17,8,0,22.87,0.0,51.22,97.2,1154.229371590909,8.127581024
1,18,8,0,22.88,0.0,51.27,100.05,1147.4312334090907,6.363291676625
1,19,8,0,22.9,0.0,51.74,100.325,1126.6078035227272,6.31554164575
1,20,8,0,22.9,0.0,52.47,99.375,1188.3964020454544,6.180907835625
1,21,8,0,22.97,0.0,53.22,101.2,1214.2078823863635,7.28608674025
1,22,8,0,22.97,0.0,54.22,100.075,1265.3836562499998,7.9576380398749995
1,23,8,0,22.92,0.0,54.9,101.725,1146.4327648863634,7.704996327999999
1,0,6,0,22.95,0.0,55.41,100.85,1236.8312512499997,7.5369260664999995
1,1,6,0,22.94,0.0,56.47,102.325,1240.1023177272725,6.104979044125
1,2,6,0,22.95,0.0,57.01,99.85,1262.3790646590908,6.364381900125
1,3,6,0,23.09,0.0,56.55,101.675,1331.8310123863635,6.55032655175
1,4,6,0,23.0,0.0,56.89,94.275,1157.4677855681816,7.972083501249999
1,5,6,0,22.97,0.0,57.18,94.925,768.3628252272727,7.485835028125
1,6,6,0,23.0,0.0,57.28,95.75,631.2919223863636,6.152597193125
1,7,6,0,22.98,0.0,57.67,95.3,619.3607630681818,4.558039818875
1,8,6,0,22.99,0.0,57.28,95.6,660.6867538636363,4.610335378375
1,9,6,0,22.99,0.0,56.04,98.025,670.237690340909,4.7218869273221
1,10,6,0,22.99,0.0,54.2,96.15,723.8770832954544,3.2724406466610496
1,11,6,0,23.01,0.0,51.85,96.275,698.8949523863636,5.665829984625
1,12,6,0,23.01,0.0,48.58,102.5,1387.8594932954545,7.067672770999999
1,13,6,0,23.07,0.0,44.67,99.3,2393.6721409090906,6.457710306999999
1,14,6,0,23.11,0.0,41.0,99.625,1558.4950401136362,5.55943648
1,15,6,0,23.03,0.0,38.54,98.875,1260.165794772727,8.973383449
1,16,6,0,22.86,0.0,35.96,100.025,1324.9058343181816,7.930435205125
1,17,6,0,22.81,0.0,33.56,101.075,1294.0499037499997,5.295373797749999
1,18,6,0,22.82,0.0,31.54,101.45,1307.3745305681814,5.55310615
1,19,6,0,22.78,0.0,30.27,103.025,1280.5607307954544,8.535456494875
1,20,6,0,22.77,0.0,28.97,102.775,1350.974924431818,7.8843556779999995
1,21,6,0,22.75,0.0,27.76,102.275,1262.8916768181816,6.137967097124999
1,22,6,0,22.62,0.0,26.92,104.825,1252.4949443181818,6.046054222374999
1,23,6,0,22.58,0.0,25.54,100.1,1199.969466931818,6.335851454499999
1,0,7,0,22.54,0.0,24.56,100.2,1208.4360515909088,7.866305445374999
1,1,7,0,22.48,0.0,23.84,101.4,1178.960471363636,7.887309831999999
1,2,7,0,22.48,0.0,23.06,102.075,1215.3160215909088,7.7328321957499995
1,3,7,0,22.48,0.0,22.57,99.65,1315.8882888636363,6.309378366124999
1,4,7,0,22.48,0.0,22.19,94.875,1099.8525696590907,4.90074805925
1,5,7,0,22.48,0.0,21.75,95.475,638.4643609090908,7.623000970250001
1,6,7,0,22.48,0.0,21.27,95.725,624.5411985227272,7.222484507999999
1,7,7,0,22.48,0.0,20.6,94.95,603.6760905681817,4.962826320822099
1,8,7,0,22.48,0.0,19.36,94.0,635.6420055681817,3.5208240405
1,9,7,0,22.48,0.0,18.03,96.075,615.6263439772727,4.238094390125
