Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,0,8,0,18.93,0.0,77.92,256.225,1448.8190766666667,53.5195991425
1,1,8,0,18.82,0.0,77.97,252.825,1385.0896333333333,54.72675790499999
1,2,8,0,18.76,0.0,77.89,249.65,1478.7052333333334,55.0001929925
1,3,8,0,18.66,0.0,77.74,247.5,1366.97838,53.429304018749995
1,4,8,0,18.62,0.0,77.37,252.625,1460.2421566666667,53.627126831249996
1,5,8,0,18.61,0.0,77.08,247.975,1449.7721766666666,54.757706184999996
1,6,8,0,18.65,0.0,76.69,248.2,1389.2020833333333,52.6614877425
1,7,8,0,18.67,0.0,76.62,245.82500000000002,1452.9538833333334,55.09488417874999
1,8,8,0,18.71,0.0,76.49,245.25,1370.8413766666667,52.644782705
1,9,8,0,18.77,0.0,76.26,249.29999999999998,1549.2440466666667,56.41159281875
1,10,8,0,18.9,0.0,75.86,245.675,1564.0841666666668,53.341206926249995
1,11,8,0,19.13,0.0,75.22,245.65,1791.3808666666666,57.138789477500005
1,12,8,0,19.36,0.0,74.75,251.45,1493.5947733333335,51.9669098675
1,13,8,0,19.46,0.0,74.81,244.77499999999998,1480.5055333333332,57.020887081249995
1,14,8,0,19.45,0.0,75.3,247.575,1428.2250566666667,51.79546343
1,15,8,0,19.43,0.0,75.74,240.925,1496.68823,58.9506705975
1,16,8,0,19.37,0.0,76.33,242.775,1551.0890599999998,53.251087645
1,17,8,0,19.27,0.0,77.0,242.9,1443.8959033333333,52.47272081875
1,18,8,0,19.13,0.0,77.7,244.97500000000002,1567.0893733333332,53.30841229999999
1,19,8,0,19.05,0.0,77.95,242.725,1435.6368799999998,55.0065233225
1,20,8,0,19.02,0.0,78.04,242.72500000000002,1578.05473,54.483831491249994
1,21,8,0,19.02,0.0,78.12,246.4,1647.6439733333332,51.7319842875
1,22,8,0,19.02,0.0,78.26,248.52499999999998,1644.1798666666666,52.36255549249999
1,23,8,0,18.98,0.0,78.49,254.15,1614.63612,52.67344503249999
1,0,6,0,19.02,0.0,78.3,252.27499999999998,1665.5022433333334,51.44298713875
1,1,6,0,19.08,0.0,78.05,259.2,1644.0622,54.060226908749996
1,2,6,0,19.09,0.0,78.08,252.125,1728.8669200000002,51.417489976249996
1,3,6,0,19.09,0.0,78.19,251.45000000000002,1769.6195933333333,53.796023552499996
1,4,6,0,19.1,0.0,78.24,254.97500000000002,1692.2796466666666,50.07264653625
1,5,6,0,19.09,0.0,78.35,254.3,1813.5316166666667,55.93532340749999
1,6,6,0,19.7,0.0,75.46,251.775,1706.7079333333334,51.276024684999996
1,7,6,0,20.5,0.0,69.05,248.9,1692.2631733333333,56.989235431249995
1,8,6,0,20.92,0.0,64.69,250.02499999999998,1658.3681133333334,53.0223165525
1,9,6,0,21.05,0.0,61.6,252.15,1792.5810666666666,54.738011825
1,10,6,0,21.08,0.0,58.92,252.025,1964.4755933333333,51.73963343625
1,11,6,0,21.16,0.0,55.84,247.575,2016.0736033333333,53.65939392999999
1,12,6,0,21.24,0.0,51.7,246.75,1718.0898300000001,54.5869631175
1,13,6,0,21.3,0.0,47.77,244.375,1641.46765,56.242696097499994
1,14,6,0,21.3,0.0,43.78,244.175,1616.86002,55.50864158125
1,15,6,0,21.32,0.0,40.45,244.525,1677.3701033333334,52.535760354999994
1,16,6,0,21.37,0.0,37.45,248.825,1639.1543233333334,55.494486259999995
1,17,6,0,21.24,0.0,35.31,246.15,1641.75358,54.753573886249995
1,18,6,0,21.02,0.0,33.12,246.1,1659.3671033333335,55.01012809375
1,19,6,0,20.83,0.0,30.67,250.35,1615.9692833333331,55.98798823625
1,20,6,0,20.8,0.0,28.63,266.55,1672.7999300000001,54.453059053749996
1,21,6,0,20.79,0.0,26.97,257.85,1610.2247966666666,54.68534699625
1,22,6,0,20.07,0.0,27.57,255.775,1621.12779,54.057589271249995
1,23,6,0,19.63,0.0,27.79,255.375,1625.4320366666666,55.118974601249995
1,0,7,0,19.44,0.0,27.5,252.125,1534.3874533333333,55.28206852
1,1,7,0,19.21,0.0,27.21,255.425,1536.6866599999998,56.402800693749995
1,2,7,0,19.04,0.0,26.83,253.22500000000002,1573.5233866666667,54.18173407625
1,3,7,0,18.88,0.0,26.63,252.975,1594.4362833333332,56.01946404375
1,4,7,0,18.68,0.0,26.56,248.7,1612.9252466666667,54.4958767025
1,5,7,0,18.69,0.0,26.05,250.325,1525.7777833333334,54.89196193375
1,6,7,0,19.59,0.0,23.9,245.875,1505.1861166666667,55.42564392125
1,7,7,0,20.26,0.0,21.9,247.2,1466.5738,52.43236496499999
1,8,7,0,20.85,0.0,21.1,246.075,1493.6124233333333,51.81454234125
1,9,7,0,21.06,0.0,21.89,247.075,1521.5053066666667,54.74750732
1,10,7,0,21.12,0.0,22.87,251.47500000000002,1700.9375599999998,54.92220684375
1,11,7,0,21.23,0.0,23.29,249.85000000000002,1794.1248533333335,56.8296583625
1,12,7,0,21.16,0.0,23.13,249.55,1534.4827633333332,53.639084121249994
1,13,7,0,21.38,0.0,22.97,247.72500000000002,1380.0546766666666,55.351350464999996
1,14,7,0,21.44,0.0,22.99,247.89999999999998,1389.72923,55.80722214625
1,15,7,0,21.48,0.0,22.3,245.225,1461.2882133333333,53.557669043749996
1,16,7,0,21.52,0.0,22.21,244.5,1450.6652666666666,56.0088255725
1,17,7,0,21.24,0.0,22.63,242.55,1432.5493066666668,52.767784533749996
1,18,7,0,21.04,0.0,22.22,245.175,1432.80229,55.44692086375
1,19,7,0,20.86,0.0,21.67,245.3,1408.8324133333333,54.564631119999994
1,20,7,0,20.8,0.0,20.95,245.225,1370.4554299999998,54.9695963975
1,21,7,0,20.78,0.0,20.77,251.8,1404.515223333333,56.100439515
1,22,7,0,20.38,0.0,21.38,255.875,1429.2675833333335,52.6340563125
1,23,7,0,20.1,0.0,21.98,255.05,1513.7781366666668,56.7596730475
1,0,8,0,19.85,0.0,22.44,258.875,1661.6592500000002,53.968261281249994
1,1,8,0,19.65,0.0,22.69,265.8,1677.3124466666668,55.29868563624999
1,2,8,0,19.43,0.0,22.99,258.5,1790.7466433333332,54.861892866249995
1,3,8,0,19.25,0.0,23.2,252.6,1757.1469266666668,55.67727453875
1,4,8,0,19.18,0.0,23.3,250.85,1776.2736433333334,55.989922503749995
1,5,8,0,19.18,0.0,23.41,252.95,1882.9290633333335,54.46026859625
1,6,8,0,19.75,0.0,23.31,249.725,1873.7463566666665,52.594140065
1,7,8,0,20.55,0.0,23.76,256.2,1960.9373566666666,54.6896551375
1,8,8,0,20.68,0.0,26.8,257.25,2147.7837866666664,52.837242321249995
1,9,8,0,20.77,0.0,30.18,257.425,2347.8277099999996,55.27125420625
1,10,8,0,20.83,0.0,32.72,265.775,2604.651683333333,53.325205258749996
1,11,8,0,20.91,0.0,34.45,262.67499999999995,2664.245143333333,55.63436896875
1,12,8,0,20.91,0.0,35.64,271.625,2461.847886666667,52.65005798
1,13,8,0,20.93,0.0,37.25,268.075,2470.20575,53.83690693375
1,14,8,0,20.94,0.0,38.97,268.6,2445.72873,51.918904864999995
1,15,8,0,20.94,0.0,39.71,273.2,2782.44837,53.464032912499995
1,16,8,0,20.93,0.0,40.58,286.025,2690.42127,52.02344323124999
1,17,8,0,19.92,0.0,45.33,284.55,2612.0505633333332,54.86822319625
1,18,8,0,20.13,0.0,46.25,289.65,2675.66234,53.13881220875
1,19,8,0,20.19,0.0,46.47,296.0,2716.9868733333337,54.8813234625
1,20,8,0,20.11,0.0,46.91,290.3,2761.050686666667,53.710915782499995
1,21,8,0,20.05,0.0,47.34,286.0,2753.328223333333,56.0278165625
1,22,8,0,20.03,0.0,47.68,288.125,2817.15533,55.701101197499995
1,23,8,0,20.0,0.0,47.9,277.325,2770.2686933333334,51.487299448749994
1,0,8,0,19.97,0.0,48.05,271.55,2632.5022066666666,55.495541315
1,1,8,0,19.93,0.0,48.22,270.7,2652.140773333333,53.40415854125
1,2,8,0,19.92,0.0,48.53,264.575,2514.932026666667,51.66964812124999
1,3,8,0,19.93,0.0,48.69,267.275,2526.485716666667,56.031509254999996
1,4,8,0,19.94,0.0,48.69,262.125,2486.515526666667,52.643815571249995
1,5,8,0,19.92,0.0,48.74,267.2,2533.6386733333334,56.45124530249999
1,6,8,0,19.93,0.0,48.89,263.6,2517.4548,54.50739438625
1,7,8,0,19.92,0.0,49.48,265.2,2527.12347,55.2484826025
1,8,8,0,19.98,0.0,49.89,261.825,2596.722126666667,54.792435078749996
1,9,8,0,20.13,0.0,50.01,264.7,2669.9143233333334,55.01979943124999
1,10,8,0,20.29,0.0,50.12,264.65,2777.853486666667,56.83968138499999
1,11,8,0,20.49,0.0,50.32,264.79999999999995,2759.830483333333,55.307038155
1,12,8,0,20.74,0.0,50.39,270.8,2569.6799733333332,56.47867673249999
1,13,8,0,20.96,0.0,50.62,268.5,2636.1757599999996,54.57333532375
1,14,8,0,21.13,0.0,51.3,283.175,2620.53786,54.003957308749996
1,15,8,0,21.19,0.0,52.68,307.15,2533.143296666667,54.00958426875
1,16,8,0,21.03,0.0,55.02,289.5,2570.7177933333337,56.97921240875
1,17,8,0,20.83,0.0,57.33,293.875,2322.152843333333,53.684979013749995
1,18,8,0,20.51,0.0,58.94,292.0,2253.1766433333332,52.410032967499994
1,19,8,0,20.31,0.0,58.94,290.5,2139.8977666666665,57.382155497499994
1,20,8,0,20.07,0.0,57.63,295.575,2041.0836533333334,54.298405575
1,21,8,0,19.82,0.0,55.22,287.7,2103.3634433333336,57.07073842999999
1,22,8,0,19.63,0.0,52.96,292.07500000000005,2119.5849700000003,54.396174005
1,23,8,0,19.41,0.0,50.95,283.45,2165.1255,54.245476982499994
1,0,8,0,19.25,0.0,48.79,283.175,2159.73166,52.589040632499994
1,1,8,0,19.03,0.0,46.96,275.85,2134.776913333333,55.11686449124999
1,2,8,0,18.76,0.0,44.98,276.8,2092.3780833333335,52.17660204875
1,3,8,0,18.53,0.0,43.01,263.65,2015.1416833333335,55.04046092499999
1,4,8,0,18.32,0.0,41.02,263.525,2041.0965966666668,54.44532198375
1,5,8,0,18.34,0.0,37.9,260.775,1928.157776666667,55.473033475
1,6,8,0,19.46,0.0,32.73,260.4,1980.9100966666667,52.423045312499994
1,7,8,0,20.17,0.0,28.19,260.45000000000005,1989.1196999999997,55.634456889999996
1,8,8,0,20.74,0.0,26.0,257.9,2009.1465666666666,52.41082425875
1,9,8,0,20.94,0.0,25.56,268.225,2164.1300400000005,54.4934149075
1,10,8,0,20.99,0.0,24.88,263.04999999999995,2333.2888166666667,53.51660982
1,11,8,0,21.09,0.0,24.01,260.625,2385.43986,56.08821846125
1,12,8,0,20.99,0.0,23.04,271.725,2088.177383333333,54.8830818875
1,13,8,0,21.21,0.0,22.39,285.225,2303.4461966666663,55.770558985
1,14,8,0,21.25,0.0,22.3,276.45,2076.0659533333333,56.542859244999995
1,15,8,0,21.26,0.0,21.7,306.7,1954.0303233333334,57.86941506499999
1,16,8,0,21.3,0.0,21.05,309.75,2044.4077366666666,60.71990991125
1,17,8,0,20.98,0.0,20.02,326.125,1675.07325,62.67967457375
1,18,8,0,20.83,0.0,18.26,303.575,1574.6318066666668,56.85999119374999
1,19,8,0,20.73,0.0,16.69,304.325,1434.1154500000002,61.101927742499996
1,20,8,0,20.7,0.0,14.91,320.04999999999995,1296.9019966666667,62.39102911
1,21,8,0,20.68,0.0,13.65,297.925,1415.4405733333333,61.147910556250004
1,22,8,0,19.92,0.0,13.85,309.1,1414.7486933333334,62.580939009999994
1,23,8,0,19.36,0.0,14.28,303.3,1543.946693333333,60.9661773325
1,0,8,0,18.98,0.0,14.34,281.45,1517.7164400000001,61.795098877499996
1,1,8,0,18.78,0.0,14.19,280.4,1534.5074733333336,60.99193825875
1,2,8,0,18.6,0.0,14.07,277.625,1586.54085,61.17490238
1,3,8,0,18.46,0.0,13.95,272.9,1473.6349766666667,61.11036818249999
1,4,8,0,18.31,0.0,13.65,269.625,1615.52568,59.663975698749994
1,5,8,0,18.24,0.0,13.16,266.6,1619.1180433333334,60.90410492999999
1,6,8,0,19.37,0.0,11.85,267.35,1598.6110966666668,60.5321980425
1,7,8,0,20.07,0.0,11.17,258.725,1816.5638866666666,58.21010990874999
1,8,8,0,20.71,0.0,11.7,261.95,1899.01292,57.11100636249999
1,9,8,0,20.96,0.0,13.23,265.275,2087.517273333333,55.314775225
1,10,8,0,21.03,0.0,15.21,263.7,2348.5819533333333,56.49160115624999
1,11,8,0,21.13,0.0,16.51,266.4,2343.1551666666664,56.1452793525
1,12,8,0,20.98,0.0,16.93,264.675,2216.217543333333,55.38414509125
1,13,8,0,21.23,0.0,17.19,267.225,2145.778746666667,55.924948699999995
1,14,8,0,21.29,0.0,18.21,281.3,2063.20734,62.68152092
1,15,8,0,21.33,0.0,18.97,297.0,2018.5999066666666,55.048197994999995
1,16,8,0,21.39,0.0,19.51,309.95000000000005,1770.39384,57.356042886249995
1,17,8,0,21.07,0.0,19.59,296.1,1592.0111733333333,61.87519513624999
1,18,8,0,20.9,0.0,18.8,296.54999999999995,1366.1205899999998,60.73714247624999
1,19,8,0,20.77,0.0,18.0,314.70000000000005,1239.6053900000002,68.7507248075
1,20,8,0,20.72,0.0,16.92,299.975,1146.8134566666668,65.5714924075
1,21,8,0,20.71,0.0,16.16,301.875,1265.3543866666666,56.603788671249994
1,22,8,0,20.1,0.0,16.75,300.775,1317.4642466666667,55.0416918225
1,23,8,0,19.71,0.0,17.35,285.85,1466.7526533333332,52.24957668625
1,0,8,0,19.42,0.0,17.82,287.55,1598.6852266666667,55.885735822499996
1,1,8,0,19.21,0.0,18.02,278.525,1546.77187,55.59972799625
1,2,8,0,18.98,0.0,18.19,278.65,1676.2722733333333,60.73292225624999
1,3,8,0,18.85,0.0,18.23,273.025,1689.2862066666669,59.48470427
1,4,8,0,18.74,0.0,18.22,271.575,1696.7851033333334,59.363285023749995
1,5,8,0,18.75,0.0,18.02,268.525,1743.1798933333334,59.7074967175
1,6,8,0,19.57,0.0,17.1,269.575,1943.9521733333333,59.41445519124999
1,7,8,0,20.23,0.0,16.79,265.1,1848.8045533333332,59.94356527375
1,8,8,0,20.86,0.0,17.16,262.9,1930.9170600000002,58.690423697499995
1,9,8,0,21.09,0.0,18.54,265.95,1972.7134366666667,59.7985831325
1,10,8,0,21.2,0.0,20.91,275.475,2161.83554,58.73183460625
1,11,8,0,21.37,0.0,23.34,267.275,2296.3367766666665,59.9800525925
1,12,8,0,21.38,0.0,24.82,266.9,2080.4266799999996,56.777784825
1,13,8,0,21.56,0.0,26.38,264.65,1953.1937133333333,59.08730022
1,14,8,0,21.6,0.0,29.22,281.55,1945.5971533333332,59.33901875875
1,15,8,0,21.6,0.0,31.08,282.85,1713.8197066666667,59.32512720125
1,16,8,0,21.61,0.0,32.23,310.65,1519.63323,59.816606988749996
1,17,8,0,21.32,0.0,32.49,313.75,1512.9038733333334,59.24758065875
1,18,8,0,21.1,0.0,31.47,311.775,1484.6215133333333,57.275155336249995
1,19,8,0,20.89,0.0,29.82,301.67499999999995,1548.6768933333333,60.50212897499999
1,20,8,0,20.84,0.0,28.23,295.975,1452.6326533333333,58.21345091624999
1,21,8,0,20.82,0.0,26.92,293.975,1329.1238366666666,60.467663845
1,22,8,0,20.61,0.0,26.91,294.525,1431.2761533333332,59.682702925
1,23,8,0,20.43,0.0,27.47,286.575,1255.4880366666666,61.06218733749999
1,0,6,0,20.17,0.0,28.09,277.3,1165.6883666666668,60.3201319875
1,1,6,0,20.0,0.0,28.44,281.175,1177.8821633333332,61.97085345624999
1,2,6,0,19.88,0.0,28.74,273.875,1204.4007,60.857418746250005
1,3,6,0,19.79,0.0,29.01,269.25,1211.5054133333333,58.89360970625
1,4,6,0,19.69,0.0,29.3,263.775,1257.04712,59.409355758749996
1,5,6,0,19.55,0.0,29.64,266.45000000000005,1084.6925166666665,58.84235161749999
1,6,6,0,19.9,0.0,29.07,263.725,1148.1972166666667,65.46906415125
1,7,6,0,20.51,0.0,28.46,263.275,1123.1942266666667,61.8049460575
1,8,6,0,21.11,0.0,28.91,260.175,1113.9268,62.35805864124999
1,9,6,0,21.37,0.0,32.52,262.5,1058.3257700000001,60.1421793775
1,10,6,0,21.51,0.0,36.55,261.775,1288.3088,57.548678345
1,11,6,0,21.75,0.0,39.1,264.325,1424.6421066666667,60.14261898375
1,12,6,0,21.78,0.0,39.67,260.125,1054.1380133333332,59.692110498750004
1,13,6,0,21.97,0.0,39.95,259.75,1168.1252433333332,60.58820387875
1,14,6,0,22.06,0.0,41.57,253.425,1038.9648966666666,63.5570407275
1,15,6,0,22.02,0.0,42.46,254.425,1148.1054366666665,66.59779715875
1,16,6,0,21.98,0.0,43.49,260.4,1068.17094,62.76108965125
1,17,6,0,21.66,0.0,44.81,254.075,1080.12352,61.486055683749996
1,18,6,0,21.31,0.0,45.6,274.375,1105.3159533333335,65.9094616925
1,19,6,0,21.09,0.0,46.46,277.075,1033.3498433333332,62.743769165
1,20,6,0,21.01,0.0,47.21,282.875,1032.6532566666667,62.975881265
1,21,6,0,20.97,0.0,47.64,280.05,1091.3936333333334,61.00196128124999
1,22,6,0,21.07,0.0,47.37,272.275,962.64865,61.27196744
1,23,6,0,21.11,0.0,47.52,269.1,1051.02926,56.2637971975
1,0,7,0,20.98,0.0,48.08,262.9,993.3784766666668,58.00833063999999
1,1,7,0,20.85,0.0,48.42,263.7,889.3846766666667,58.73113123625
1,2,7,0,20.75,0.0,48.8,277.85,752.2865366666666,57.692341667499996
1,3,7,0,20.7,0.0,49.24,271.7,859.2914266666667,61.5942867425
1,4,7,0,20.69,0.0,49.54,265.92499999999995,891.04966,56.41774730624999
1,5,7,0,20.68,0.0,49.79,261.525,917.7835266666666,59.70336441875
1,6,7,0,20.28,0.0,52.43,265.75,913.9299433333333,58.22145174999999
1,7,7,0,20.84,0.0,51.93,266.17499999999995,922.1642566666667,59.556272167500005
1,8,7,0,21.36,0.0,52.16,260.375,932.0835566666666,57.644512507499996
1,9,7,0,21.57,0.0,54.73,266.775,903.23875,57.58059375875
1,10,7,0,21.63,0.0,56.16,261.2,1012.7852399999998,55.4084992775
1,11,7,0,21.75,0.0,56.24,264.95,1201.8155633333333,62.89771927375
1,12,7,0,21.76,0.0,56.1,262.2,949.5464666666668,62.12814457249999
1,13,7,0,21.92,0.0,55.69,265.4,814.88991,61.848554997499996
1,14,7,0,22.01,0.0,54.88,258.0,816.6713833333334,78.1927636875
1,15,7,0,22.05,0.0,54.15,256.45,778.5367933333333,60.792884548749996
1,16,7,0,22.08,0.0,54.1,259.725,724.2371566666666,49.279500147875
1,17,7,0,21.78,0.0,54.76,256.4,832.17279,59.329699106250004
1,18,7,0,21.41,0.0,55.35,271.6,535.2374266666667,57.64547964124999
1,19,7,0,21.18,0.0,55.24,266.525,589.9465433333334,57.92287118499999
1,20,7,0,21.11,0.0,54.84,261.85,686.3014233333332,58.22435315124999
1,21,7,0,21.07,0.0,53.9,264.525,634.1998,67.04725058875
1,22,7,0,21.59,0.0,52.93,268.75,862.9802766666667,59.430790959499994
1,23,7,0,21.87,0.0,54.61,269.55,1040.1650966666668,26.171597616624997
1,0,8,0,21.81,0.0,57.3,261.625,1282.74552,31.048791573
1,1,8,0,21.78,0.0,59.04,262.675,1278.0341466666666,40.331297344875
1,2,8,0,21.8,0.0,60.37,259.20000000000005,1359.9124966666668,53.068651051249994
1,3,8,0,21.82,0.0,61.77,260.0,1462.5378333333333,50.893567247499995
1,4,8,0,21.83,0.0,63.27,256.75,1520.77342,55.66689983125
1,5,8,0,21.85,0.0,64.53,254.425,1628.6961099999999,57.28764015375
1,6,8,0,20.99,0.0,64.91,254.35000000000002,1610.5566166666665,54.8004359125
1,7,8,0,21.09,0.0,59.99,256.17499999999995,1665.8999566666669,53.36424229375
1,8,8,0,21.13,0.0,56.76,257.9,1873.5063166666666,57.56300950875
1,9,8,0,21.23,0.0,55.12,262.05,1875.9643733333332,55.904550969999995
1,10,8,0,21.37,0.0,53.52,267.42499999999995,2236.1373333333336,54.70644809624999
1,11,8,0,21.58,0.0,51.75,260.55,2181.60001,55.16205601375
1,12,8,0,21.62,0.0,50.34,271.425,2070.6215166666666,56.575741792500004
1,13,8,0,21.61,0.0,47.46,260.1,2147.5484533333333,58.46569698249999
1,14,8,0,21.58,0.0,41.46,296.525,2144.622083333333,53.32872210874999
1,15,8,0,21.52,0.0,33.57,281.55,2152.5504633333335,57.12718387249999
1,16,8,0,21.38,0.0,29.03,288.32500000000005,2258.8705333333332,58.21573686874999
1,17,8,0,20.88,0.0,28.18,299.45,2178.66658,61.314433403749995
1,18,8,0,21.38,0.0,27.07,306.25,2141.3591866666666,62.60933757375
1,19,8,0,21.48,0.0,27.09,310.025,2179.81736,59.74380819374999
1,20,8,0,21.38,0.0,27.29,309.95000000000005,2126.1378266666666,57.961292771249994
1,21,8,0,21.31,0.0,27.46,307.775,2142.85473,58.376808598749996
1,22,8,0,21.11,0.0,27.83,295.975,2119.35905,58.177491124999996
1,23,8,0,20.96,0.0,28.1,294.95,2179.4902466666667,56.90324844874999
1,0,8,0,20.97,0.0,28.09,278.95,2086.5147533333334,56.943868066250005
1,1,8,0,20.84,0.0,28.35,272.675,2063.649766666667,58.06407271249999
1,2,8,0,20.71,0.0,28.61,274.67499999999995,2157.5795366666666,55.016634266249994
1,3,8,0,20.6,0.0,28.81,271.375,2190.3308766666664,58.14900464
1,4,8,0,20.49,0.0,29.01,266.175,2108.8019966666666,55.58469346249999
1,5,8,0,20.39,0.0,29.21,262.32500000000005,2108.340743333333,55.24364693375
1,6,8,0,20.34,0.0,29.45,260.875,2025.9070066666668,57.86967882875
1,7,8,0,20.41,0.0,29.6,268.85,1946.4019933333334,56.85761732
1,8,8,0,20.78,0.0,29.29,258.625,2017.7915366666666,69.508781825
1,9,8,0,21.33,0.0,28.64,265.225,1976.7129266666668,53.892824848749996
1,10,8,0,21.81,0.0,28.04,261.85,2333.2111566666667,56.359543438749995
1,11,8,0,22.19,0.0,27.56,262.525,2211.388503333333,56.13613554249999
1,12,8,0,22.47,0.0,27.24,262.65,2079.559476666667,55.86305213999999
1,13,8,0,22.64,0.0,27.12,264.0,1961.9398766666666,57.792747735
1,14,8,0,22.68,0.0,27.23,270.55,1934.296446666667,55.1049951225
1,15,8,0,22.61,0.0,27.44,297.57500000000005,1910.94432,55.62170830875
1,16,8,0,22.41,0.0,27.84,291.925,1987.5829733333333,55.864810565
1,17,8,0,22.14,0.0,28.5,304.82500000000005,1815.5978433333332,59.534819382500004
1,18,8,0,21.81,0.0,29.19,327.85,1892.8342433333335,58.97010119375
1,19,8,0,21.59,0.0,29.6,299.375,1849.2246233333333,58.19744924875
1,20,8,0,21.45,0.0,29.93,300.025,1753.9181533333333,58.32449545499999
1,21,8,0,21.34,0.0,30.25,301.075,1778.9411466666668,57.98617448499999
1,22,8,0,21.22,0.0,30.73,301.0,1891.6528700000001,56.02262920875
1,23,8,0,21.13,0.0,31.33,286.9,1805.0855033333332,56.98088291249999
1,0,8,0,21.13,0.0,31.96,279.35,1898.6893366666666,55.409554332499994
1,1,8,0,21.14,0.0,32.82,272.725,1979.8863966666665,56.92777847749999
1,2,8,0,21.16,0.0,33.81,265.1,2016.7784266666665,57.2105332175
1,3,8,0,21.16,0.0,34.88,269.825,1982.773936666667,55.067101063749995
1,4,8,0,21.14,0.0,35.7,273.75,1940.6869233333332,56.62269174
1,5,8,0,21.11,0.0,36.26,269.25,1942.4519233333333,53.78257160125
1,6,8,0,20.5,0.0,40.07,260.05,1933.764593333333,55.98781239375
1,7,8,0,20.98,0.0,42.09,257.425,1976.8776599999999,55.79438564375
1,8,8,0,21.55,0.0,45.98,262.725,2127.0273866666666,55.233272226249994
1,9,8,0,21.71,0.0,50.78,258.70000000000005,2121.7147366666663,55.266506458749994
1,10,8,0,21.78,0.0,53.26,260.35,2403.22047,55.17893689375
1,11,8,0,21.89,0.0,54.09,260.275,2532.5949699999996,56.099472381249996
1,12,8,0,21.88,0.0,54.26,263.475,2300.1221133333333,57.85244626374999
1,13,8,0,22.03,0.0,54.02,269.54999999999995,2259.2564799999996,56.932789988749995
1,14,8,0,22.1,0.0,54.74,292.4,2292.654986666667,57.01464467249999
1,15,8,0,22.14,0.0,54.79,307.65,2295.3989733333333,54.625472625
1,16,8,0,22.2,0.0,54.66,313.575,2370.9080266666665,58.36449962375
